model_tag,condition,condition_family,layer,n_points,d_model,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace
base,question_only,question_only,10,10,3840,3824.8054926150626,1270.5823508429032,0.33219528504028356,1737.7813298990511,0.034683621189254596,0.9837040499868189,0.0032878634553880595,0.01629595001318107,1.5106667617805778,0.7812549877778333,0.3392947301513054,0.8080327416493479,1962404.8907071438
base,question_only,question_only,11,10,3840,7257.550943155634,1688.1481797090933,0.23260576369789482,2333.965209737518,0.012021331830591332,0.9945014496456505,0.0018897376535707401,0.005498550354349541,1.3144878215707065,0.5982714284246423,0.2598259800451984,0.8699503442861504,3775329.391353322
base,question_only,question_only,12,10,3840,7526.697607996518,1749.9850931640729,0.23250370671260295,2474.6880719167557,0.01337373389716051,0.9938871732123079,0.0022107666857317837,0.006112826787692094,1.3632976731568551,0.6584718605504885,0.28597069552564464,0.8536052902668164,4075522.3473457396
base,question_only,question_only,13,10,3840,8815.233907769378,1710.1321187670947,0.19399736146080657,2487.859191123145,0.011319121967675325,0.9948568730448579,0.0020852886671950017,0.005143126955142074,1.4694772997598802,0.7747045308576899,0.33644990285694215,0.8206536993153765,3978284.5366193894
base,question_only,question_only,14,10,3840,14897.107577132252,2038.2304808599688,0.1368205519297415,3163.971867766354,0.005133710209507347,0.9976783414285071,0.0010453072382394296,0.0023216585714929128,1.3492602134669394,0.6533394514094881,0.2837417185568384,0.8583943690443862,6736374.001609026
base,question_only,question_only,15,10,3840,19508.592577715608,2203.265308329027,0.11293819887580132,3374.3633303696993,0.003352274112077707,0.998487186533454,0.0006669838674029539,0.0015128134665459703,1.3830603676419484,0.695136470395825,0.30189393326260994,0.8474452117815363,7277980.985527594
base,question_only,question_only,16,10,3840,24191.66887185409,2240.059494460142,0.09259631926701634,3452.1595702881523,0.002668562409784372,0.9987963146227956,0.0005743854304768349,0.0012036853772043887,1.420776401854776,0.7415166551963143,0.32203659159111553,0.8356996639486155,8024076.421101968
base,question_only,question_only,17,10,3840,27585.976947049883,2849.16100789175,0.103282947468585,4476.420250301332,0.002402095590197158,0.998915869928398,0.0004481099075500743,0.0010841300716020186,1.2647967869667722,0.5575415291016359,0.24213720952074175,0.8878394687886838,14138092.01264562
base,question_only,question_only,18,10,3840,31836.278343364782,3207.0818455006665,0.10073670706453905,5070.533315746227,0.002257380800145602,0.9989798546475281,0.0005029881450299159,0.0010201453524718573,1.1984775957223752,0.45982651404508523,0.19970011768258863,0.9126999317365481,21875375.250438217
base,question_only,question_only,19,10,3840,36229.600212472746,3786.633714058998,0.10451767868957537,5898.64822107067,0.0021953814192234187,0.9990071108358054,0.0004960339499608662,0.0009928891641945992,1.163316386559172,0.3998847974047605,0.17366776090988728,0.9266246542700575,32925670.217421487
base,question_only,question_only,20,10,3840,39174.521742029676,4281.0252694566025,0.1092808560024758,6909.977261274004,0.0020320557937888177,0.9990813514563447,0.0004121241234854382,0.0009186485436553093,1.1444789807811682,0.36455904776247355,0.15832598277114626,0.934322119752529,40795749.171031386
