model_tag,condition,condition_family,layer,n_points,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,centroid_to_global_l2,centroid_to_global_cosdist,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace,centroid_to_question_only_l2,centroid_to_question_only_cosdist
base,target,target,10,10,3598.8251119938845,1424.8874497815218,0.3959312846386359,1922.7669532501468,0.03999696341602971,0.9806586993925054,0.002985132126986294,0.019341300607494616,69.29121529151134,0.00018176076817189024,1.3616042378914257,0.6332679886550903,0.2750247930388768,0.8538853108143777,2466991.592340243,319.9895047659252,0.0018643978901120573
base,target,target,11,10,6963.086312175005,1796.0867748229098,0.2579440630633056,2489.4143007401126,0.012612871322222705,0.9941860485841996,0.001550899259490995,0.0058139514158004335,96.27961683464113,6.779991135430485e-05,1.2598107015332312,0.5258419720792789,0.2283702668271546,0.8893327299186876,4189867.7447534353,396.74523644785154,0.0006994897458503235
base,target,target,12,10,7499.087954298168,1797.0243446937834,0.2396323867176145,2522.8527116481314,0.013038896063532895,0.9940239130472953,0.0018824331171022172,0.0059760869527046845,192.6044883521606,9.6315681014425e-05,1.3266590785109098,0.613024674353095,0.26623323334208704,0.8658213941913425,4260697.370941705,308.5862152352447,0.0008367959218337218
base,target,target,13,10,8574.569189237709,1873.818769873095,0.21853211846782938,2688.7097792046407,0.011550977390213204,0.9947299327533408,0.001878393680823213,0.005270067246659238,222.32606074798053,9.333868155358971e-05,1.351694256472771,0.6478634673145436,0.281363528881414,0.8575171371735979,4750307.119931432,415.433791207912,0.0007585033231792826
base,target,target,14,10,14943.223931904473,2178.301753293615,0.14577187380849188,3158.911731578422,0.00476862525964099,0.9978423923743438,0.0007676978420443883,0.0021576076256561993,481.7305917633467,4.775541774704184e-05,1.3003425398596629,0.5923131372999261,0.257238327088161,0.8750446734865954,6926641.161308887,393.1340421666531,0.0003423635489153698
base,target,target,15,10,19663.871168343958,2623.7526739087284,0.13343011919914313,3792.418082798292,0.003172697208401523,0.9985670042636621,0.0005712564181981842,0.0014329957363379275,552.3224116512843,3.5148666058693045e-05,1.2386359071061799,0.510035803129697,0.22150573487232067,0.8972759551867708,10056846.87824312,476.9103751646636,0.00026502138362705097
base,target,target,16,10,24013.983748286413,1989.0205275714925,0.08282759530531558,3019.8540259214087,0.002552908818678115,0.9988496308152646,0.0004780235896296219,0.0011503691847354336,379.6724247072812,2.83398395801715e-05,1.6765921864341904,0.958605025041387,0.4163168727002029,0.7645577809938316,5473737.046713025,529.9116172988528,0.00021451012999795793
base,target,target,17,10,27483.04030191609,3096.217320361163,0.11265919950440481,4587.95879903318,0.0022253773798480824,0.9989957929972683,0.00029408241460231145,0.0010042070027317385,409.5058790006458,2.691479440697364e-05,1.248147492295744,0.533608538642657,0.23174324382896402,0.8939250518033545,13503919.859379819,606.6951422456866,0.00023576118538604085
base,target,target,18,10,32541.092754400554,2853.8088030212903,0.08769861616387692,4519.512785513517,0.0020243739033259907,0.9990874022641719,0.0003086340541107064,0.0009125977358280801,701.2294758613709,3.829478051098345e-05,1.332241063387279,0.64688910369529,0.2809403681382049,0.8643760300647784,13740154.595872734,999.7728331781527,0.0002426585588917174
base,target,target,19,10,37266.83237576191,3302.744307016727,0.08862422954854647,5335.347762341914,0.0018944971957922762,0.9991458581167596,0.00026928103724862634,0.0008541418832404002,823.6223901633497,3.5841234774181e-05,1.2668519731857786,0.5612739519235522,0.24375818015642978,0.8870906890003379,20330731.78946562,1296.392387812658,0.00022396663006107875
base,target,target,20,10,40211.48669960989,4073.6002739843207,0.1013043935533933,6550.141862910415,0.001796031116547149,0.9991897872868837,0.0002710942079592357,0.0008102127131163206,1165.4366200811082,3.288190885919473e-05,1.1811852025625298,0.4287227308383946,0.18619191626960785,0.9194396212384315,31199987.138933778,1331.8995509837687,0.00022175943526603348
base,target,target,21,10,43334.95472799066,4084.6711640099966,0.0942581154093522,6560.802591652674,0.0017804728005025553,0.9991970771771509,0.0002625029083692384,0.0008029228228491059,1044.321302121238,3.0136764391897053e-05,1.2140910754666858,0.4817717744084568,0.20923082316233105,0.9066343520863065,31228992.338360947,1281.8705995297776,0.00020287856707623675
base,target,target,22,10,48905.44343096075,5400.343903601495,0.1104241884898784,8590.688958834353,0.0018363895934729597,0.9991707785546879,0.0003455322350982853,0.0008292214453120561,1206.2074036384636,2.9048413469401346e-05,1.15390699931818,0.3800177366983697,0.16503960607346482,0.9304098244512602,52622433.88170918,1601.7649586882787,0.00019217051409459174
base,target,target,23,10,56930.42062211485,7234.983013175918,0.12708465762442409,11028.748395495584,0.00204805718034165,0.9990743036725973,0.0003690724615354242,0.0009256963274026919,1789.0908938606694,3.648155278690446e-05,1.142184153272296,0.3563833316256309,0.15477531436730815,0.9352085457647078,84855684.73410748,3657.7186533870718,0.0002865586564201328
base,target,target,24,10,63611.453386293266,9237.113521131003,0.14521148361501482,13145.66654736093,0.002422111306222326,0.9989019308595373,0.0004621872680805538,0.0010980691404627319,2577.943742835415,6.124994777156889e-05,1.1261910597864184,0.3310806200023917,0.14378648633214608,0.9419910605224492,118564033.73335773,3787.0547725316655,0.0003575393262899018
base,target,target,25,10,67798.57271388569,9684.038739974592,0.14283543668156343,13622.985727796999,0.0027654629309480966,0.9987454660281265,0.000540487635357959,0.0012545339718734727,2267.7254032815345,6.013511098401647e-05,1.1444310026531896,0.3644560860978319,0.15828126708834483,0.9343338419102316,132103265.5683466,2123.8846286522407,0.00034524667867796843
base,target,target,26,10,68384.83493219076,9431.53717125523,0.13791854847068624,13304.883816003783,0.003390052092601972,0.9984631592877911,0.0006534401866688887,0.0015368407122089423,1971.30565017473,6.95944993532871e-05,1.19944896888432,0.4572066224228815,0.19856231320788098,0.9122217605233022,128141191.59861058,2108.1143609658634,0.0004321144951150435
base,target,target,27,10,70418.06743065259,11505.50699511528,0.16338856510718436,16359.650293194525,0.0048444843289483066,0.9977961193429014,0.001013733937916898,0.0022038806570986447,1902.4180835769266,8.030896936861431e-05,1.1965278080903248,0.45256342474286815,0.1965457980770652,0.913366744485433,192733799.59287104,2187.5933778188446,0.00047544095049545376
base,target,target,28,10,71402.69029089597,10596.765023690123,0.14840848405737503,15138.599894243536,0.006415878995779314,0.997091333429396,0.0011766575448049898,0.002908666570603957,1671.1764259687309,0.00010337262037918293,1.3984231045315993,0.7111740283029224,0.3088589561648662,0.8422254258652657,159573498.20460325,2467.302726840644,0.0005909806826390751
base,target,target,29,10,75458.89154393392,11283.082843373215,0.14952622033685642,16247.358061086796,0.00779262020581406,0.9964687649635225,0.0013497726304203962,0.0035312350364774536,1801.1352139279063,0.00012095582549653816,1.5361119583173843,0.8460346337066769,0.36742817291784863,0.8012183606665412,175213573.31211436,2783.090538561948,0.0006787732239844635
base,target,target,30,10,74297.9927193926,11860.118871684195,0.15962906180355763,17071.81582638456,0.009467811439746713,0.9957040354911009,0.0018851324319035796,0.0042959645088991305,1735.3229730527253,0.00014768759696381917,1.5609181533958207,0.8698286285883666,0.3777617735974007,0.7945861376072696,191876208.56023902,3025.6778550965764,0.000797247033415216
base,target,target,31,10,75282.01426875015,12450.368261936545,0.16538303847038188,17957.981740079555,0.009968274273636387,0.9954750375012231,0.001957437841765608,0.004524962498776874,1297.279239603658,0.00014829648808512008,1.553990818056113,0.8669398262777499,0.3765071826945905,0.7967413252528678,209986197.58721626,4566.766207414043,0.0007692530491748562
base,target,target,32,10,76015.71580815702,12966.733705920253,0.17057964353903815,18690.449800940463,0.012674483628406391,0.9942449588981521,0.003033064779573552,0.00575504110184788,1382.3479636333286,0.00016339027561718122,1.699627941566431,0.9789789432360955,0.42516515294691304,0.7589446805355401,220042822.56027275,4947.008445186341,0.000837340392892294
base,target,target,33,10,77293.72881818644,13856.347312163747,0.17926871330994043,19951.861215870205,0.0148363701860953,0.9932606809528215,0.0037835286830580454,0.006739319047178505,1469.0289157431464,0.00017479417156385235,1.7813762533466746,1.0306730080323787,0.447615600035088,0.7394418758146556,244999940.1430794,5272.642143459904,0.0008765356675128899
base,target,target,34,10,80723.96137577448,14737.862409089232,0.18257109980621083,21173.315569328166,0.016573443418642995,0.9924718054588236,0.004084985217524404,0.0075281945411763695,1583.7274415422999,0.0001919703494682734,1.9190294966826866,1.1090169867214943,0.4816399576701168,0.7087744851791611,270094655.3934165,5430.57467970374,0.0009669181451131825
base,target,target,35,10,90762.6661210391,15861.500539663122,0.17475798384448704,22857.245129450963,0.01728715677741194,0.992153660665352,0.004710141420436534,0.007846339334647956,1685.1375651434123,0.00016573204874692493,2.096078462539704,1.1958880599426265,0.5193675854070678,0.6734060346990692,310032683.77359897,5181.899635456992,0.0008609282321968559
base,target,target,36,10,91965.714181419,17249.13720886706,0.1875605203787144,25014.989759005108,0.019791792368344066,0.9910084841118918,0.005424612937572866,0.008991515888108204,1803.3083689448872,0.0001900190119784595,2.116056440300646,1.203499757511718,0.5226733036592407,0.6691047644961658,370751400.23087376,5891.122104489834,0.0009647503473877439
base,target,target,37,10,101411.66114512585,20189.589789979003,0.1990854854560222,29335.672393998182,0.019617840091581858,0.9910778387834045,0.005597742127179585,0.008922161216595503,1953.7912024682846,0.00017687813490530058,1.8927192390905576,1.0808809265464734,0.4694206219936074,0.7127126886765864,522472717.5427754,6087.390510317927,0.0008874550140914872
base,target,target,38,10,108302.8246738418,21494.09234629089,0.19846289707605683,31347.104139611198,0.020248286396028343,0.9907888650973581,0.006348014777302686,0.009211134902641915,2084.4071515251812,0.00016484269812078178,1.9063492203430084,1.0843955206666114,0.47094699082611297,0.7096515729250042,599514152.7358738,6258.79892267341,0.00081021123997016
base,target,target,39,10,115659.08588874449,22780.078251123814,0.1969588301349413,33191.890432717715,0.02132143238379014,0.9902998736148467,0.0071112172213621035,0.009700126385153274,2277.622562368537,0.00015748736524279217,1.9813982573580442,1.1228024647266595,0.4876269146981587,0.6939883623844094,669683051.2672184,6116.983804061967,0.0007744914074810927
base,target,target,40,10,126216.56481545503,24603.215518852285,0.19492857815315584,35805.54961393078,0.02263036113662978,0.9897056502758865,0.007583492172254917,0.010294349724113472,2496.112889000917,0.00015007137829725625,2.122295637994502,1.181211327116855,0.512993561328467,0.6649632974955956,769370650.3783873,6052.914681964635,0.0007349602521690146
base,target,target,41,10,142946.37799147476,24603.365737449847,0.1721160485711445,36304.106505056065,0.020494008181185262,0.9907042651976757,0.0059768254911358835,0.009295734802324263,2974.3840792998903,0.0001380520437109789,2.5873789376195098,1.3372053245812845,0.5807408936372986,0.581056558527332,771356786.9029485,5753.92915407876,0.0006902868898248649
base,target,target,42,10,155835.26425306767,28354.38319939308,0.18195100663061195,41663.41451210282,0.021359384825745585,0.9903006432078276,0.0070952294775445445,0.009699356792172376,3231.2122467538406,0.00013257646295827819,2.3330865596121986,1.2610977529405791,0.5476877952426839,0.6256919343263637,1025122573.7709738,6034.984849992384,0.0006538976238715799
base,target,target,43,10,161680.54391561588,29180.274280401056,0.18048104969037457,43041.87711472678,0.023006127536865487,0.9895519701113867,0.0075798404496702386,0.010448029888613264,3511.679819596129,0.00014214511722066003,2.520814062891767,1.31888386168026,0.5727839833989885,0.5926953833534552,1089312631.2347097,6219.6116501239485,0.0006981412450318691
base,target,target,44,10,173798.58609924366,32567.032397300965,0.18738375914464755,47699.523867063785,0.023870848192947266,0.98914617617886,0.008744927507184598,0.010853823821139974,3603.4150932823027,0.00013864639405458679,2.3164011494695376,1.2519611403168192,0.5437198147968972,0.6285835217344851,1356446133.6958203,6619.771923304824,0.0006864253159183376
base,target,target,45,10,185563.27417088178,33950.73787635878,0.18296043777010623,49525.49948096027,0.024812134669873476,0.9887180123908227,0.009246071575712538,0.011281987609177313,3642.173439373792,0.00015135824587442226,2.4148092149731615,1.2998465917039088,0.5645162020977568,0.6142243849492192,1449221792.1107965,7266.827522975822,0.0007318851964285278
base,target,target,46,10,194242.29972257867,33412.93439167694,0.17201677718703942,48370.89257362957,0.024034521638828188,0.9890909104224599,0.008102702708922988,0.01090908957754011,3836.6362646130274,0.00016740069453968776,2.731400695250819,1.4172722465393344,0.6155135160266579,0.5701022345252245,1329170111.429297,8219.30072712934,0.0008877349774047971
base,target,target,47,10,214712.465627835,34210.030611766146,0.15932950381680686,49311.54922873571,0.02115077263966686,0.9904166179910799,0.006518075719491933,0.00958338200892006,3852.861765549022,0.00015262622236189571,3.029712025109726,1.5030551017995712,0.6527685367080842,0.5332505161060114,1349298910.047675,8794.213069908958,0.0008384483076558924
base,target,target,48,10,118.92450487839096,84.51980589702667,0.7107013477453925,126.08189789065072,0.38437763348265835,0.8078148419797909,0.13932204335861784,0.19218515802020908,10.218098066044192,0.0035595439335969203,4.3082536478648175,1.6668925977959153,0.7239222571481425,0.3390188250291947,9070.87457648567,23.47275864395722,0.01949622263707862
base,target_word_shuffle,target_shuffle,0,10,33.10863497389326,47.6450022176564,1.4390506360417419,65.50036864607243,0.7707816136393445,0.5534406448713828,0.3511671860666215,0.4465593551286172,0.0,6.072919944699606e-14,3.6665594210805623,1.4604499442481123,0.6342653518828668,0.44082950208445343,2758.6194915366705,0.0,6.072919944699606e-14
base,target_word_shuffle,target_shuffle,1,10,782.4710769893782,515.476143849651,0.658779805424869,692.1245436897744,0.3522743932760119,0.8209124167575326,0.18169460456967934,0.17908758324246743,18.257744489713435,0.00027201829727363513,1.7608013903306978,0.9059557808585157,0.393451596475205,0.7394560379451032,310091.1715851854,87.54248085442241,0.006216347197030125
base,target_word_shuffle,target_shuffle,2,10,756.5986250478807,483.54855910935646,0.6391084296231108,653.8620927448345,0.3465613706271032,0.825812733891157,0.16844683259022303,0.17418726610884305,26.32102895284701,0.00043302718989046696,1.9777338810451384,1.0147853703715977,0.4407156866685325,0.6897555955285365,275487.64876463986,95.26091583740417,0.0077590957729850585
base,target_word_shuffle,target_shuffle,3,10,783.6319135407299,502.794040392402,0.6416201684801193,690.9821013203801,0.3517461906011689,0.8241459957081322,0.15228435331358303,0.17585400429186782,31.32867903110293,0.0007992985103710826,2.0957327134026733,1.0920705835899889,0.47428022830199607,0.667986721693404,298730.91249502316,109.9005663135166,0.009874580588626558
